"position.page","position.position","position.global_position","asin","price.discounted","price.current_price","price.currency","price.before_price","price.savings_amount","price.savings_percent","reviews.total_reviews","reviews.rating","url","score","sponsored","amazonChoice","bestSeller","amazonPrime","title","thumbnail"
1,53,77,"B08XVW4JMT",false,19.99,"USD",0,0,0,97,4.5,"https://www.amazon.com/dp/B08XVW4JMT","436.50",false,false,false,false,"USATDD Magnetic Letters Practicing Board,Tracing ABC Alphabet Magnet Drawing Board Educational Preschool Practice Learning...","https://m.media-amazon.com/images/I/61WD3hDf-zL._AC_UL400_.jpg"
1,54,78,"B08ZCJNT2G",false,17.99,"USD",0,0,0,2857,4.5,"https://www.amazon.com/dp/B08ZCJNT2G","12856.50",false,false,false,false,"Coogam Wooden Letters Practicing Board, Double-Sided Alphabet Tracing Tool Learning to Write ABC Educational Toy Game Fine...","https://m.media-amazon.com/images/I/91mMIQd0cNL._AC_UL400_.jpg"
1,55,79,"B07D989J5Y",true,14.97,"USD",19.99,5.02,25.11,4015,4.6,"https://www.amazon.com/dp/B07D989J5Y","18469.00",false,false,false,false,"Cra-Z-Art Retro Magna Doodle Magnetic Drawing Board for kids 3 and up, Blue/White","https://m.media-amazon.com/images/I/91CaD3R86BS._AC_UL400_.jpg"
1,56,80,"B0B8XZH2QC",false,16.99,"USD",0,0,0,703,4.7,"https://www.amazon.com/dp/B0B8XZH2QC","3304.10",false,false,false,false,"MagMen Upgraded Strength Magnetic Toys and Refrigerator Magnets for Girls Boys Ages 3 and up- Cute Fun Multipurpose Fidget...","https://m.media-amazon.com/images/I/61KocVVJN4L._AC_UL400_.jpg"
1,57,81,"B08BZT5GCT",false,6.99,"USD",0,0,0,439,4.5,"https://www.amazon.com/dp/B08BZT5GCT","1975.50",false,false,false,false,"Sponsored Ad - Fuse Beads Boards 5mm Large Clear Plastic Pegboards for Kids Craft Beads 4 PCS","https://m.media-amazon.com/images/I/61ili6TFInL._AC_UL400_.jpg"
1,58,82,"B09NW47Z4D",false,12.99,"USD",0,0,0,22,3.8,"https://www.amazon.com/dp/B09NW47Z4D","83.60",false,false,false,false,"WODI Fishing Game Wooden Magnetic Toy 3in1 Fishing&Puzzle&Lacing Beads for Preschool Educational ABC Alphabet & Number Fis...","https://m.media-amazon.com/images/I/71lIGOWN-GL._AC_UL400_.jpg"
1,59,83,"B09C3DP6H3",true,12.99,"USD",13.79,0.8,5.8,18,4.5,"https://www.amazon.com/dp/B09C3DP6H3","81.00",false,false,false,false,"Alvene 2 Pcs Beading Boards Trays,Bead Design Board For Jewelry Making,Bracelet Necklace Beading Jewelry Design Mats,Bead ...","https://m.media-amazon.com/images/I/71wLQaitXnL._AC_UL400_.jpg"
1,60,84,"B015TXKQW4",false,7.89,"USD",0,0,0,1061,4.1,"https://www.amazon.com/dp/B015TXKQW4","4350.10",false,false,false,false,"PH PandaHall 3mm Spacer Beads, 1350pcs 5 Color Metal Iron Round Ball Smooth Tiny Spacers Loose Beads Gold Metallic Plated ...","https://m.media-amazon.com/images/I/61iYEr5c8GL._AC_UL400_.jpg"
2,9,85,"B08XVW4JMT",false,19.99,"USD",0,0,0,97,4.5,"https://www.amazon.com/dp/B08XVW4JMT","436.50",false,false,false,false,"USATDD Magnetic Letters Practicing Board,Tracing ABC Alphabet Magnet Drawing Board Educational Preschool Practice Learning...","https://m.media-amazon.com/images/I/61WD3hDf-zL._AC_UL400_.jpg"
2,10,86,"B07ZJ8FDPK",true,15.99,"USD",19.99,4,20.01,202,4.6,"https://www.amazon.com/dp/B07ZJ8FDPK","929.20",false,false,false,false,"MAGBLOCK Magnetic Stylus Drawing Board with Magnet Pen, Educational Read Write Learn Preschool Gift for Boys and Girls (8....","https://m.media-amazon.com/images/I/71YisamwS0L._AC_UL400_.jpg"
2,11,87,"B07V2CRKXB",true,7.99,"USD",12.99,5,38.49,7882,4.6,"https://www.amazon.com/dp/B07V2CRKXB","36257.20",false,false,false,false,"LPBeads 100PCS 8mm Natural Hematite Beads Gemstone Round Loose Beads for Jewelry Making with Crystal Stretch Cord","https://m.media-amazon.com/images/I/71z+satDtQL._AC_UL400_.jpg"
2,12,88,"B07NX1RPYT",false,42.95,"USD",0,0,0,521,4.6,"https://www.amazon.com/dp/B07NX1RPYT","2396.60",false,false,false,false,"EVORETRO Fuse Beads kit in a Box, 14 Exclusive Colors 6,800 Pixel Perler Beads with 4 Interlocked peg Boards, Pliers, Extr...","https://m.media-amazon.com/images/I/81jBhU7jGoL._AC_UL400_.jpg"
