"title","description","feature_bullets","variants","categories","asin","url","reviews.total_reviews","reviews.rating","reviews.answered_questions","item_available","price.symbol","price.currency","price.current_price","price.discounted","price.before_price","price.savings_amount","price.savings_percent","bestsellers_rank","main_image","total_images","images","total_videos","videos","delivery_message","product_information.dimensions","product_information.weight","product_information.available_from","product_information.available_from_utc","product_information.available_for_months","product_information.available_for_days","product_information.manufacturer","product_information.model_number","product_information.department","product_information.qty_per_order","product_information.store_id","product_information.brand","badges.amazon_сhoice","badges.amazon_prime","badges.best_seller","sponsored_products","also_bought","other_sellers"
"Playmags Magnetic Drawing Board, Large Writing Tablet for Kids & Toddlers, Magnet Beads w/Drawing Stylus, (12"" x 10"") - STEM Educational Activities for Boys & Girls Ages 4-8"," The magic of magnets—now in a tablet give inquisitive minds a break from the typical smart devices, computer screens, and other unhealthy electronic toys. Kids can finally reconnect with their imaginations and explore their creativity with the Magna drawing board from Playmags. This open-ended sketch pad is the ultimate travel companion for Every curious 3-year-old, as it introduces them to important educational concepts like letters, numbers, shapes, animals to mention, the laws of attraction weight: 1.75 pounds total pegs/beads: 748 materials: ABS plastic; magnetic metal non-toxic bpa free non gmo recommended: children ages 3+ note: to ensure safety, magnets cannot be removed how to enjoy introduce little ones to the magic of magnets see them explore, experiment, create and draw when not in use, Keep the pen stored in the built-in holder watch their skills grow as they stay entertained screen-free","["" MINI MAGNA DOODLE FOR KIDS: Unique Erasable Drawing Set Lets Boys & Girls Sketch, Spell, Count, Play & Create Cool Art Without Messy Ink or Wasteful Paper"","" 748 INDIVIDUAL MAGNETS:Work Area Features Hundreds of Magnets That Rise Upon Contact w/ Matching Magnetic Pen; Just Push Them Down to Start Over!"","" AMAZING STEM EDUCATION: Preschool & Kindergarten Students Learn Creativity While Exercising Fine Motor Skills, Hand Eye Coordination & Other Core Training"","" SUPER SAFE ABS PLASTIC: Strong, Durable, BPA Free Construction is Easy to Clean & Non Toxic for Kids; Little Magnet Beads Stay Self-Contained for Superior Safety"","" FANTASTIC TRAVEL FRIENDLY TOY: Small, Lightweight Size is Perfect for Their Lap, Desk, Table or Book Bag; Keep Them Entertained for Hours, Even On the Road""]","[{""asin"":""B07F2QHCCN"",""images"":[],""title"":""Large"",""link"":""https://www.amazon.com/dp/B07F2QHCCN/?th=1&psc=1"",""is_current_product"":true,""price"":19.99},{""asin"":""B07CZ74J5M"",""images"":[],""title"":""Travel Size"",""link"":""https://www.amazon.com/dp/B07CZ74J5M/?th=1&psc=1"",""is_current_product"":false,""price"":14.99}]","[{""category"":""Toys & Games"",""url"":""https://www.amazon.com/toys/b/ref=dp_bc_aui_C_1/136-6556291-0045453?ie=UTF8&node=165793011""},{""category"":""Learning & Education"",""url"":""https://www.amazon.com/kids-learning-education/b/ref=dp_bc_aui_C_2/136-6556291-0045453?ie=UTF8&node=166269011""},{""category"":""Reading & Writing"",""url"":""https://www.amazon.com/Reading-Writing-Development-Toys/b/ref=dp_bc_aui_C_3/136-6556291-0045453?ie=UTF8&node=166289011""},{""category"":""Magnetic Letters & Words"",""url"":""https://www.amazon.com/Magnetic-Letters-Numbers/b/ref=dp_bc_aui_C_4/136-6556291-0045453?ie=UTF8&node=166292011""}]","B07F2QHCCN","https://www.amazon.com/dp/B07F2QHCCN",398,"",4,true,"$","USD",19.99,false,19.99,0,0,"[]","https://m.media-amazon.com/images/I/81NIiN-vp8L._AC_SL1500_.jpg",5,"[""https://m.media-amazon.com/images/I/81NIiN-vp8L._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/812pMI8MK8L._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/71cLiY+H-7L._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/6164n9K7MnL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/71K+1jsuEmL._AC_SL1500_.jpg""]",0,"[]","","","","","",0,0,"","","",30,"","Visit the Playmags Store",false,true,false,"[]","[]","[]"
