"title","description","feature_bullets","variants","categories","asin","url","reviews.total_reviews","reviews.rating","reviews.answered_questions","item_available","price.symbol","price.currency","price.current_price","price.discounted","price.before_price","price.savings_amount","price.savings_percent","bestsellers_rank","main_image","total_images","images","total_videos","videos","delivery_message","product_information.dimensions","product_information.weight","product_information.available_from","product_information.available_from_utc","product_information.available_for_months","product_information.available_for_days","product_information.manufacturer","product_information.model_number","product_information.department","product_information.qty_per_order","product_information.store_id","product_information.brand","badges.amazon_сhoice","badges.amazon_prime","badges.best_seller","sponsored_products","also_bought","other_sellers"
"Yexiya 3 Packs Magnetic Kids Board for Kids Magnetic Bead Drawing Board Magnet Toys with Pen and Bead Learning Writing Board for Educational Preschool Gift, Travel, Trip"," Features:  Reliable to use: This magnetic drawing board is made of quality material, which is reliable to use, sturdy and firm, not easy to fade and break, can be applied for a long time.  Surprise gift: The magnetic drawing boards, with exquisite craftsmanship, are considered as good presents for your friends, family members, neighbors, colleagues, etc., which will gain their affection.  Specifications: Material: ABS, magnetic material Color: red, blue and black Size: 6.88 x 8.46 inches  Package includes: 3 x Magnetic drawing boards  Notes: Manual measurement, please allow slight errors on size. The color may exist a slight difference due to different screen displays.","["" Interesting and Fun: this magnetic drawing board is not just a box of toy, but also a toy for developing wisdom, which can exercise children's innovation ability, hands on ability, hand eye coordination, logical thinking and concentration, funny and meaningful"","" Elastic Magnetic Pen: this nib of magnetic pen has a built in spring, which is retractable, making drawing more smooth; The tip of the pen is made of magnetic material, which is reliable to use; The magnetic pen is made of ABS material, so you don't have to worry about chewing"","" Easy to Use: simply point the magnetic tip of the pen at each hole to move the magnetic beads to the surface and let your kids unleash their creativity; To reset, just use the side of the pen to push them down or smooth with your hand"","" Multi Occasion Use: we can take this activity board to long car trips, restaurants waiting for dinner, and anywhere they need to be entertained, bringing a nice using experience"","" Magnetic Touch Board: there are 3 boards in the package, which are red, blue and black; The size of the drawing board is 6.88 x 8.46 inch; The magnetic drawing board adopts a panel to avoid balls falling off and children eating by mistake, making it safer""]","[]","[{""category"":""Toys & Games"",""url"":""https://www.amazon.com/toys/b/ref=dp_bc_aui_C_1/142-3671896-8699335?ie=UTF8&node=165793011""},{""category"":""Novelty & Gag Toys"",""url"":""https://www.amazon.com/kids-activities-Amusements/b/ref=dp_bc_aui_C_2/142-3671896-8699335?ie=UTF8&node=166027011""},{""category"":""Magnets & Magnetic Toys"",""url"":""https://www.amazon.com/Magnet-Toys/b/ref=dp_bc_aui_C_3/142-3671896-8699335?ie=UTF8&node=166039011""}]","B09T9X4VYH","https://www.amazon.com/dp/B09T9X4VYH",13,"",0,true,"$","USD",28.99,false,28.99,0,0,"[]","https://m.media-amazon.com/images/I/71gJjgu5EcL._AC_SL1500_.jpg",7,"[""https://m.media-amazon.com/images/I/71gJjgu5EcL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/71eHddLfAAL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81eD+JrGGeL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81dEBXcOiJL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81v9ux41FZL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/71FV+b9vrfL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81PSXe4f-UL._AC_SL1500_.jpg""]",0,"[]","","","","","",0,0,"","","",30,"","Brand: Yexiya",false,true,false,"[]","[]","[]"
