"title","description","feature_bullets","variants","categories","asin","url","reviews.total_reviews","reviews.rating","reviews.answered_questions","item_available","price.symbol","price.currency","price.current_price","price.discounted","price.before_price","price.savings_amount","price.savings_percent","bestsellers_rank","main_image","total_images","images","total_videos","videos","delivery_message","product_information.dimensions","product_information.weight","product_information.available_from","product_information.available_from_utc","product_information.available_for_months","product_information.available_for_days","product_information.manufacturer","product_information.model_number","product_information.department","product_information.qty_per_order","product_information.store_id","product_information.brand","badges.amazon_сhoice","badges.amazon_prime","badges.best_seller","sponsored_products","also_bought","other_sellers"
"KING BIRD 68""x36""x24"" Galvanized Raised Garden Bed Outdoor Heightened Steel Metal Planter Box for Deep-Rooted Vegetables, Flowers, Large Raised Bed Kit(Dark Grey)","","["" 【2FT DEPTH & Larger Capacity】KING BIRD raised garden box with a depth of 24 inches holds up to 269 gallons of soil. Provide enough growth space for deep-rooted plants like potatoes,tomatoes, broccoli, etc. Tall enough to keep pets away from the garden planter and give you easy access!"","" 【2 YEARS WARRANTY】Upgraded multilayer galvanized paint efficiently prevents rust and maintain beauty; galvanized steel planter box provides a lasting use and no discoloration. No painting inside, no worries about the damage to plants. 2 YEARS WARRANTY for the whole planter raised beds."","" 【Extra-thick 2-Ply Reinforcement】 Double card frames on the two sides of sheet make the raised garden kits more durable and stable; never worry about it being distorted or collapsed and it presents much more beautiful design."","" 【Vertical Stripe Updated Design】We combine the vertical stripe and the card holder design to improve the ability of galvanized raised garden beds in bearing the soil and make the garden bed more textured and beautiful. This can prolong the service time of the raised bed."","" 【1 Weed Barrier & 8 pcs T-type Tags & 2 Gloves as Gift】Weed barrier will keep weeds away effectively. Gloves give you more convenience in installing outdoor garden boxes and comfort when working in the garden. T-type Tags help you to record the growth process of flower and vegetable.""]","[{""asin"":""B09MQ689XL"",""images"":[],""title"":""Dark Grey"",""link"":""https://www.amazon.com/dp/B09MQ689XL/?th=1&psc=1"",""is_current_product"":true,""price"":""""},{""asin"":""B09MQ6CRYR"",""images"":[],""title"":""Green"",""link"":""https://www.amazon.com/dp/B09MQ6CRYR/?th=1&psc=1"",""is_current_product"":false,""price"":""""},{""asin"":""B07Q2TP1JV"",""images"":[],""title"":""Ivory"",""link"":""https://www.amazon.com/dp/B07Q2TP1JV/?th=1&psc=1"",""is_current_product"":false,""price"":""""}]","[{""category"":""Patio, Lawn & Garden"",""url"":""https://www.amazon.com/Patio-Lawn-Garden/b/ref=dp_bc_aui_C_1/144-4088654-3764519?ie=UTF8&node=2972638011""},{""category"":""Gardening & Lawn Care"",""url"":""https://www.amazon.com/Plants-Seeds-Flowers-Outdoor-Living/b/ref=dp_bc_aui_C_2/144-4088654-3764519?ie=UTF8&node=3610851""},{""category"":""Pots, Planters & Container Accessories"",""url"":""https://www.amazon.com/b/ref=dp_bc_aui_C_3/144-4088654-3764519?ie=UTF8&node=3480694011""},{""category"":""Raised Beds"",""url"":""https://www.amazon.com/Planter-Raised-Beds/b/ref=dp_bc_aui_C_4/144-4088654-3764519?ie=UTF8&node=14623212011""}]","B09MQ689XL","https://www.amazon.com/dp/B09MQ689XL",2271,"",0,true,"$","USD",199.99,false,199.99,0,0,"[]","https://m.media-amazon.com/images/I/710zWPxEyEL._AC_SL1500_.jpg",7,"[""https://m.media-amazon.com/images/I/710zWPxEyEL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81qtJcBMEuL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/819FCwqkDjL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81hdYZMlFCL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/811eAnIdUVL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81QFra0QVFL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/61VM+YYZvTL._AC_SL1500_.jpg""]",0,"[]","","","","","",0,0,"","","",16,"","Visit the KING BIRD Store",false,true,false,"[]","[]","[]"
