"title","description","feature_bullets","variants","categories","asin","url","reviews.total_reviews","reviews.rating","reviews.answered_questions","item_available","price.symbol","price.currency","price.current_price","price.discounted","price.before_price","price.savings_amount","price.savings_percent","bestsellers_rank","main_image","total_images","images","total_videos","videos","delivery_message","product_information.dimensions","product_information.weight","product_information.available_from","product_information.available_from_utc","product_information.available_for_months","product_information.available_for_days","product_information.manufacturer","product_information.model_number","product_information.department","product_information.qty_per_order","product_information.store_id","product_information.brand","badges.amazon_сhoice","badges.amazon_prime","badges.best_seller","sponsored_products","also_bought","other_sellers"
"Jolly Green Products Rotating Marshmallow Roasting Sticks | Set of 5 Telescoping Forks - Free Bag | Safe, Fun Smores & Hot Dog Stainless Steel Long Camping Skewers | Campfire BBQ Cookware Accessories","","["" FAST AND EVEN ROASTING! You'll love this compact camping cookware! Our portable telescoping roasting forks includes a heat resistant carry bag and will make a great addition to your camping gear and equipment or backyard fire pit accessories!"","" HEAVY-DUTY! Our stainless-steel skewers are built to last. Made with durable metal and wooden handles. No more dirty twigs or disposable bamboo skewers! Our roasting sticks can hold the weight of a hot dog or sausage, unlike other brands."","" CAMPING COOKWARE: Nothing beats cooking s'mores and hot dogs over an open fire. You and your family can enjoy countless delicious meals or snacks with these fire pit skewers. Add to the fun of your campfire with these roasting skewers."","" YEARS OF CAMPFIRE FUN: Our premium roasting sticks are sturdy and durable. We are so confident in these roasting sticks for campfire cooking that we offer a 100% satisfaction guarantee. There’s only one question left: how many s'mores can you eat?""]","[]","[{""category"":""Sports & Outdoors"",""url"":""https://www.amazon.com/sports-outdoors/b/ref=dp_bc_aui_C_1/137-4708056-3508031?ie=UTF8&node=3375251""},{""category"":""Outdoor Recreation"",""url"":""https://www.amazon.com/outdoor-recreation/b/ref=dp_bc_aui_C_2/137-4708056-3508031?ie=UTF8&node=706814011""},{""category"":""Camping & Hiking"",""url"":""https://www.amazon.com/camping-hiking/b/ref=dp_bc_aui_C_3/137-4708056-3508031?ie=UTF8&node=3400371""},{""category"":""Camp Kitchen"",""url"":""https://www.amazon.com/Camp-Kitchen-Camping-Backpacking/b/ref=dp_bc_aui_C_4/137-4708056-3508031?ie=UTF8&node=2204505011""},{""category"":""Cooking Utensils"",""url"":""https://www.amazon.com/b/ref=dp_bc_aui_C_5/137-4708056-3508031?ie=UTF8&node=3400601""}]","B01AYESJ5Y","https://www.amazon.com/dp/B01AYESJ5Y",4714,"",46,true,"$","USD",26.79,true,22.99,-3.8,-16.53,"[]","https://m.media-amazon.com/images/I/71gbm11C7cL._AC_SL1500_.jpg",7,"[""https://m.media-amazon.com/images/I/71gbm11C7cL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/91AE4LHPvlL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/918lIydZuWL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81Ya1Yk+DFL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/71M5rcZazSL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81AklehUtML._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81rSsfuo36L._AC_SL1500_.jpg""]",0,"[]","","","","","",0,0,"","","",101,"","Visit the Jolly Green Products Store",true,true,false,"[]","[]","[]"
