"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"Reviewed in the United States on March 22, 2023","Cindy","yes","-","Great product!","LOved how they stood by this product and make a wrong a right!!!!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2CJ47EHBZIU6O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on May 27, 2023","Josh B. ","yes","-","Missing hardware","It’s a great product but was missing 17 nuts",2,"-","-","https://www.amazon.com/gp/customer-reviews/R1UIZV1455AX8W/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on March 30, 2023","Latisha CastanedaLatisha Castaneda","yes","-","Very good product","-",5,"https://m.media-amazon.com/images/I/81JWeag9nkL.jpg","-","https://www.amazon.com/gp/customer-reviews/R2LI207XOZOQKW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on March 1, 2023","Beauty Browne","yes","-","Great planter","Took a while to assemble, but I’m sure it’s going to prove to be exactly what I need for my garden.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R33N6PQ0WS4HXN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on April 20, 2023","HeatherHeather","yes","-","Poor packaging, bent corners.","Size and depth of the bed is great but no reinforcement of the corners allowed for significant damage to all panels making assembly difficult.",2,"https://m.media-amazon.com/images/I/71QivpygAaL.jpg , https://m.media-amazon.com/images/I/71p4YXEWJyL.jpg","-","https://www.amazon.com/gp/customer-reviews/R3U1QBW17RVCR9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on April 13, 2023","Samuel","yes","-","Not as described","Actual dimensions when it arrived and assembled were 11'x4'x1'. Not at all the size I needed. Got a return process started. Pretty disappointed overall.",2,"-","-","https://www.amazon.com/gp/customer-reviews/RAXVRQFEDFZLY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on April 11, 2023","Edward Perrow","yes","-","Exceptionably poor product quality.","The finish on the panels is pitted. The fasteners and nut are poorly manufactured. The diameter or the thread pitch do not mate.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R1SW72G1WLYWXQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on October 18, 2022","Debbie","yes","-","verry ocward to put together not sturdy at all","very acward to put together and move around",3,"-","-","https://www.amazon.com/gp/customer-reviews/RTSB08MBP7807/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on February 11, 2023","Amazon Customer","yes","-","Easy assemble","Planning to order more",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3KP6ASTGO3TDO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on January 29, 2023","Curt","yes","-","Missing parts","Missing parts. Part P2 was missing. It’s the cross brace that missing. I bough some all thread and made it work. I spent to much time putting it together to send back.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R2NJEIM2AHJT24/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on September 8, 2022","Alycia MacArthur","yes","-","Cheap, but effective.","Edit*Pretty certain the bolts and screws are lead. Avoid growing root vegetables in these beds.I bought 2 of the 8x4x2 beds. Both came with several dents and bent corners, despite good packaging, it’s just very very thin. However, one plus to this super thin material is the corners bent back with my bare hands, so at least I can still use it. Use caution because the edges are sharp. Instructions are lacking, but you can figure it out eventually. I won’t buy again or recommend, but it’s good enough to not pay to ship it back.",2,"-","-","https://www.amazon.com/gp/customer-reviews/RR3LNKQXU6E8C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on February 13, 2023","William Morris","yes","-","Not 8x4x2","The depiction of this product was in correct. It actually 12x4x1.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R12NB8QHKNOCYF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on May 27, 2023","Lulu Latte`","yes","-","Came missing the bolts","Apparently they sent me one that was open box. Had a label with another customer's name and address still on it.This is my third one. First one had same experience but just did a work around. They are ok once you get them together. Beware.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R27KWMIQE26QLA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on May 21, 2023","Frank M.","yes","-","It's very thin and flimsy. Came with missing hardware.","Package was very light which was a concern. The corrugated metal is very thin and flimsy. Galvalnized coating is very thin. It'll rust out in less than a year. It came with all the bolts missing. The rest of the hardware appears to be there.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2QEO34SPQZ1XH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on May 25, 2022","George Hilton","yes","-","Assembly is awkward!","I didn't like that it was so awkward to assemble. Once assembled you can't hardly move it or it will get all bent to heck.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R3BIGR1KUXBNWT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on July 8, 2022","Briggitte Thompson","yes","-","Cheap metal","The garden itself looks pretty. However with the way it's described as ""sturdy"" and ""durable"" I was expecting material similar to roofing tin. This is so thin that it's comparable to a soda can. They also say the screws and things are stainless steel, which I question because when you touch them they leave black all over your hands. They seem more like lead.Assembly isn't bad, just tedious, and they don't skimp on the screws.Because it is so light it's definitely maneuverable. Pretty sure my 6 year old could move it.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R31J7NUJ7WP6SK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on September 26, 2022","KLEE, Colorado","yes","-","Awesome Garden Raised Bed","Good looking - Very sturdy - deep - definitely great quality steel that will last a long time",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2IEOOG7XK4QXX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on November 14, 2022","tony","yes","-","hard to assemble not worth it","screws were burred, could not get them started by hand. This takes two people to put together over a couple of hours. Directions almost nonexistent",2,"-","-","https://www.amazon.com/gp/customer-reviews/R101NTR3LAYYYO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on May 12, 2023","Virginia O.","yes","-","box was mostly taped missing screws and braces socket plus two of corners are bent","have not opened the box but box has had to be taped closed in numerous places  someone has taken screws and braces",1,"-","-","https://www.amazon.com/gp/customer-reviews/RBN4CQZSYH7SU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on July 9, 2022","Rita Brightwell","yes","-","Everything good , very well made","I love this raised bed, it's very easy to put together,  very strong , fast shipping,  I would buy again",5,"-","-","https://www.amazon.com/gp/customer-reviews/RX0MMKMZ4OKK7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","-","-"
"Reviewed in the United States on April 16, 2023","Amazon Customer","yes","-","Pieces missing from torn box","The box ends were broken open and  there were nuts and bolts moving around the box free. We did not open and sent back as pieces were surely missing.",1,"-","-","https://www.amazon.com/gp/customer-reviews/RVODL02V22TYM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on June 21, 2022","Nancy Kinman","yes","-","New raised bed","It arrived on the date as expected.  Packaging was very good; not damaged in transit. Easy to understand directions for assembly.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R30N4C6SRP3EK1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","-","-"
"Reviewed in the United States on June 22, 2022","gregory d osler","yes","-","Easy","A great product for older folks to garden. Will purchase another to go with the 2 we have.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RM1WI7EDG0YJZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on May 8, 2023","Jeanette GroverJeanette Grover","yes","-","It arrived and when put together it was 11'x 4'x1'. Not  at all what it was advertised as.","That I would need to disassemble and repack to send back. Instructions were terrible too.",1,"https://m.media-amazon.com/images/I/61oJAMMUQSL.jpg , https://m.media-amazon.com/images/I/719ZxvaoHEL.jpg , https://m.media-amazon.com/images/I/91Nv-g+yl9L.jpg","-","https://www.amazon.com/gp/customer-reviews/RZ1KF0Q38ZS7Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on May 24, 2022","Kasundra L Pierson","yes","-","Its working out Great","Took a bit to assemble, but wasn't hard to do.  Holds material and works great",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1JK20W4QQYVUF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on March 30, 2023","Amazon Customer","yes","-","IMPOSSIBLE TO USE THIS PRODUCT AS ADVERTISED,TO FLIMSY OF METAL","DISAPPOINTED IN PRODUCT",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2R2K6W0BL3MW1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on February 13, 2023","Neil","yes","-","Missing parts","Only came with panels and corner connector plates. No hardware",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1E8CTOEWY4DX3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on March 25, 2023","☆SHELBY☆MANFRE☆","-","-","Love it, Easy to assemble!!!","This is the easiest piece I've ever had to put together. It gets the job done and it's really sturdy without being flimsy like the others. Absolutely love it, 5 ☆s.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1C0X891AJNSJ5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on June 7, 2022","happy ","-","-","Came with instructions and all pieces were there!","Vegtables",5,"-","-","https://www.amazon.com/gp/customer-reviews/R38Z0IHAB34U2V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on April 5, 2023","Annie","yes","-","Nicely made","Very easy to put together. Instructions were clear and easy to follow.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R3FGS1KU04X343/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on June 13, 2023","Tricia carter","yes","-","size","I misread the dimensions and it was twice as big as I was expecting. My faultI will give it to my son who has access to lots of dirt to fill it up.I may re order a smaller one for my backyard.I was not happy that one ending of the box was partially opened and lots of the nut and bolts has already fallen out.  We had to go some at hardware store.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R1RD6OEKR0FWCX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on March 22, 2023","Xin ","yes","-","quality product","the product is well pack. The material is pretty light and easy to put together. It is bigger than I thought . Well design, I love it",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3K8VBL0JKH5UT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on November 2, 2022","Lisa","yes","-","Metal garden bed","Raised metal bed is very sturdy and exactly what we wanted. It wasn’t difficult  to assemble and the shipping was fast. I recommend this product.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1ME3DP9GK6WNW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on April 11, 2023","Will GWill G","yes","-","Excellent raised bed","Reasonable easy to put together. With the number of nuts and bolts, for God's sake use an electric screw driver or drill! I was short on the number of nuts, but an excess of bolts...hhhmmm. it does take a good 50 cubic feet of dirt. I recommend a weed barrier at the open bottom. Definitley a great bang for the buck!  I might but a second one for next year. I recommend.",5,"https://m.media-amazon.com/images/I/91FAT+yph0L.jpg , https://m.media-amazon.com/images/I/91bGRm3gcsL.jpg","-","https://www.amazon.com/gp/customer-reviews/R1689KMHO266QF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on May 22, 2023","jeffrey dyer","yes","-","Above ground garden","Just what I needed",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2VLPT0ZM4E6B1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on November 17, 2022","Amazon Customer","yes","-","good","good",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3U22ZBAY93KM9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on March 13, 2023","Roger","yes","-","Easy to assemble","Easy to assemble.  Recommend a cordless drill to assist with assembly.  Did have one of the support brackets not have all the holes drilled in it.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2H1YWDVW2TW0D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
"Reviewed in the United States on March 27, 2023","Md","yes","-","Best raised garden bed.","So far I am very pleased with my raised bed They are well built and easy to put together. I look forward to growing many different plants for years to come. I personally have a very large lot but needed something I could put close to the house to grow crops in with my 8 year old granddaughter",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1XDRTTBFZH48C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09D7QDLYC","B09D7QDLYC","Size: 8×4×2ft | Color: 1-silver"
